country,year,population,electricity_generation,oil_electricity,per_capita_electricity,solar_elec_per_capita,fossil_elec_per_capita,fossil_electricity,oil_elec_per_capita,electricity_demand_per_capita,fossil_share_elec,renewables_share_elec,net_elec_imports_share_demand,renewables_electricity,renewables_elec_per_capita,net_elec_imports,low_carbon_elec_per_capita,low_carbon_electricity,greenhouse_gas_emissions,electricity_demand,solar_electricity,low_carbon_share_elec,oil_share_elec,solar_share_elec,carbon_intensity_elec
Afghanistan,2012,-0.025679201978819278,-0.2168854370793942,-0.31911243891097213,-0.730369360264833,-0.29675622830031834,-0.7341146724435574,-0.20286928027561618,-0.48179550492759093,-0.7251277057752102,-1.4930828882083094,1.6562947393456195,1.7482394811957993,-0.21241038781000307,-0.2745699831611368,0.3533348208646722,-0.32515760402421673,-0.23109052704073482,-0.1884437631844962,-0.21032758785010072,-0.11041611088026394,1.49308290981978,-0.6958171137813028,1.031422013377243,-1.3387793585617798
Afghanistan,2013,-0.017599956695952285,-0.21640594199942598,-0.31727336608567913,-0.7291726586859425,-0.2971503234173226,-0.7334011766744902,-0.20263352169585988,-0.48138288484712544,-0.7212466627768227,-1.3763686973262859,1.5357391917529102,1.721163951901298,-0.21099889414988457,-0.2736075807828365,0.4173313749746094,-0.3242460288527022,-0.2301055994629011,-0.18820249685010038,-0.20870322869703883,-0.11041611088026394,1.3763687200522234,-0.6690236375347066,0.7509791924741007,-1.207738466756716
Afghanistan,2014,-0.008766966658549332,-0.21630170393856332,-0.3203384874611675,-0.7291225747898062,-0.29754441853432695,-0.7340259351546314,-0.20281034063067713,-0.48215985981515797,-0.7214581788559492,-1.5562297120145896,1.7215198834791334,1.713148320015962,-0.20996379879913105,-0.2730320504400087,0.42780353837441726,-0.3237008939041565,-0.22938331923915636,-0.18837482994609742,-0.20841167705418157,-0.11041611088026394,1.5562297330230914,-0.7884757674044934,0.7045035408513419,-1.413144751726475
Afghanistan,2015,-0.0009692198505228007,-0.21626000871421824,-0.3203384874611675,-0.7292168615185173,-0.2978689674542128,-0.7341599404524353,-0.20283981045314664,-0.4821820996589445,-0.7218227431549312,-1.588489502437363,1.7548414245038637,1.7138086987792425,-0.20968150006710734,-0.27304454599023614,0.43594855435204566,-0.32371272952883756,-0.22918633372358962,-0.1884092965652968,-0.20822425099805905,-0.11041611088026394,1.5884895231378267,-0.7903314825525024,0.6870255180188515,-1.456212639194284
Afghanistan,2016,0.005666524467251387,-0.2161974658777007,-0.3197254631860698,-0.7292214145999841,-0.2947857527152969,-0.734193816512059,-0.20283981045314664,-0.482063329429361,-0.7193388144931039,-1.5978899039019088,1.764551216754363,1.7581907060079924,-0.20939920133508366,-0.27302274003003535,0.4999451084619828,-0.32369207520341375,-0.22898934820802286,-0.1884092965652968,-0.20701639419193607,-0.10942571442228903,1.5978899245126108,-0.7719776971160296,0.9905075508375495,-1.4680920433692601
Afghanistan,2017,0.013238161380329157,-0.216093227816838,-0.3197254631860698,-0.7291426842329519,-0.29516825679944814,-0.7340625093074996,-0.20278087080820756,-0.48208651564947885,-0.71843332696015,-1.5652123178584885,1.7307981294073886,1.7667528582491465,-0.20911690260305996,-0.2730283752781772,0.5325251723724963,-0.32369741283807385,-0.22879236269245612,-0.18834036332689802,-0.2063291653194868,-0.10942571442228903,1.5652123387812185,-0.7769855859401087,0.9384707101317256,-1.4225368299423127
Afghanistan,2018,0.021081629326100165,-0.2162808563263908,-0.31849941463587444,-0.729798707387645,-0.2955391698507463,-0.7338577540090655,-0.20269246134079896,-0.4818508679429745,-0.7178178858663234,-1.4577194731750192,1.61976742564136,1.8230216832169457,-0.21024609753115475,-0.2740429649544861,0.5767409733939074,-0.3246584191479622,-0.22958030475472313,-0.1882714300884992,-0.20572523691642533,-0.10942571442228903,1.457719495124164,-0.7242120976213862,1.0353942912937184,-1.3140716515098836
Afghanistan,2019,0.029220833799143076,-0.21648933244811613,-0.31727336608567913,-0.7304744605620279,-0.2928268681631285,-0.7340634086719143,-0.20275140098573802,-0.4816298890696059,-0.719648159147219,-1.4658366452332934,1.6281517541878225,1.8480933045401131,-0.21099889414988457,-0.2747476159829972,0.5674323837051892,-0.3253258555515456,-0.2301055994629011,-0.18834036332689802,-0.20610008902867039,-0.1084353179643141,1.4658366671049299,-0.6604568429473225,1.5335179420196963,-1.3314869710906692
Afghanistan,2020,0.03826237296566594,-0.21705221797677446,-0.31727336608567913,-0.7319547811739624,-0.29032320506686593,-0.7345691512611648,-0.20292821992055526,-0.481668690499191,-0.7207288591865495,-1.520209761005998,1.684314425554204,1.9493817438184502,-0.21297498527405045,-0.2762461019671328,0.5953581527713437,-0.3267452022289852,-0.23148449807186833,-0.18854716304209443,-0.20616256438071123,-0.10744492150633919,1.5202097823584428,-0.5802797802511515,2.6564809090072083,-1.4305479577068103
Afghanistan,2021,0.04673622429300565,-0.21698967514025685,-0.31727336608567913,-0.7319221507567828,-0.28504928511872024,-0.7345202857946279,-0.20289875009808575,-0.4817027600471193,-0.7187852805443874,-1.5004241541139547,1.6638776247222002,1.9660961580338951,-0.212786786119368,-0.2762438968700338,0.6593547068812808,-0.32674311358933555,-0.2313531743948238,-0.18851269642289503,-0.20495470757458828,-0.10546412859038935,1.500424175655326,-0.5917699617155361,3.5061511553412332,-1.4001428205764332
Albania,2002,-0.2312283418781266,-0.21098556283456785,-0.30930405050940946,-0.5105188891293597,-0.30817339566058977,-0.7134175991659827,-0.20260405187339034,-0.448040153941253,-0.39388416336296794,-1.782853993670966,1.9556029385594296,0.8039433930676356,-0.18662710361850568,-0.007550855275824391,0.24163174460005465,-0.07224051571694788,-0.2130991832856387,-0.18809909699250216,-0.20643329090622153,-0.11338730025418871,1.782854012515505,-0.7404559603553282,-0.32272752834912005,-1.6849537564982329
Albania,2003,-0.2314580827019689,-0.20781672578434304,-0.31666034181058145,-0.41506182876969344,-0.30817339566058977,-0.7248305335896746,-0.2029576897430248,-0.4660544274083648,-0.3699805535644613,-1.905089055254389,2.081861062553226,0.3190204356862994,-0.17119477293454372,0.12505853902887987,0.10316647298037246,0.05336539931750522,-0.2023306417679899,-0.1882369634692998,-0.20574606203377227,-0.11338730025418871,1.905089072931745,-0.8445793746874514,-0.32272752834912005,-1.7885896462177893
Albania,2004,-0.23168634258793955,-0.20714960219482206,-0.3148212689852885,-0.3920592817753247,-0.30817339566058977,-0.7217882835625765,-0.20286928027561618,-0.461252513903131,-0.37370033227126553,-1.892555186634995,2.0689146728858936,0.15964143692076888,-0.168465885191648,0.15227972768313652,0.05196922969242272,0.07914895957860575,-0.2004264484508447,-0.18813356361170158,-0.20599596344193566,-0.11338730025418871,1.8925552044320328,-0.8339026573975363,-0.32272752834912005,-1.7752202691874204
Albania,2005,-0.23191181349954265,-0.20748316398958255,-0.31911243891097213,-0.3986682692362965,-0.30817339566058977,-0.7285724891314799,-0.20307556903290297,-0.4719607620922757,-0.3869910702549615,-1.929082460897229,2.106644151344977,0.12466413414839357,-0.1693127813877191,0.14928888098458468,0.0391699188704353,0.07631606800053108,-0.20101740499754495,-0.1882714300884992,-0.20655824161030323,-0.11338730025418871,1.9290824783454792,-0.865017662071003,-0.32272752834912005,-1.8004367474582312
Albania,2006,-0.23213166135770397,-0.20821283041562114,-0.3178863903607768,-0.4174931742730323,-0.30817339566058977,-0.7265087475876738,-0.20301662938796386,-0.46870333475979353,-0.3904553864524685,-1.9145491418075984,2.091632504278332,0.22422192563330562,-0.17279446574934468,0.12329029616630516,0.0670956879365897,0.05169054238959784,-0.20344689302286814,-0.1882714300884992,-0.20678731790111965,-0.11338730025418871,1.9145491593946227,-0.8526377541657919,-0.32272752834912005,-1.791072934310111
Albania,2007,-0.23233690280832872,-0.21282015270575058,-0.31911243891097213,-0.5554498353153582,-0.30817339566058977,-0.7284408821387821,-0.20307556903290297,-0.47175303248754596,-0.3865158755948104,-1.8940473138515896,2.0704559097510518,1.1169629268626038,-0.19340227318707434,-0.05330000478788336,0.32540905179851787,-0.11557352252720764,-0.2178268356592406,-0.18847822980369563,-0.2067664927837727,-0.11338730025418871,1.8940473316343793,-0.8351736951701454,-0.32272752834912005,-1.7640636431726484
Albania,2008,-0.23252032109833654,-0.21088132477370516,-0.3234036088366558,-0.4941852785019439,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.34920363673688887,-1.9678479259843549,2.146685485101799,0.8723267525894084,-0.18399231545295122,0.031585208036462815,0.2788661033549272,-0.03517133921583976,-0.21126065180701575,-0.18858162966129383,-0.20566276156438448,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.838630929678183
Albania,2009,-0.2326792174627734,-0.20787926862086065,-0.3234036088366558,-0.3992227966166226,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.31958164101598463,-1.9678479259843549,2.146685485101799,0.46141176005847573,-0.1704419763158139,0.15422829848624817,0.15901801111268124,0.08099462081563602,-0.20180534705981193,-0.18847822980369563,-0.20480893175315965,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.8420994572737996
Albania,2010,-0.23280814926702453,-0.20293838453597074,-0.3234036088366558,-0.24291399216321014,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.3157367105189115,-1.9678479259843549,2.146685485101799,-0.34839477717538564,-0.14814037648594205,0.3560995476584001,-0.11442181099341386,0.27220447517296587,-0.18624349133003898,-0.1882714300884992,-0.20476728151846574,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.8392689126352346
Albania,2011,-0.23290393662926395,-0.20998487745028632,-0.3197254631860698,-0.46181059273136227,-0.30817339566058977,-0.7292910812988975,-0.20310503885537248,-0.4730949941253902,-0.2591560638168887,-1.9251134025010876,2.102544461283655,0.9748220909868442,-0.18051063109132565,0.0683287409963818,0.37544272137537776,-0.00036833673454805935,-0.20883116378169253,-0.1884092965652968,-0.2030387967786691,-0.11338730025418871,1.925113419987237,-0.8616367015958631,-0.32272752834912005,-1.8003640658555289
Albania,2012,-0.23296760192284469,-0.20887995400514217,-0.3234036088366558,-0.42624305858209843,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.27027126243569494,-1.9678479259843549,2.146685485101799,0.775068900935232,-0.174958756028193,0.11933190186288875,0.2916654141769146,0.04794120214749294,-0.20495711530887986,-0.18851269642289503,-0.2034344740082611,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.841178823639573
Albania,2013,-0.2330064821800651,-0.20421008887849515,-0.3234036088366558,-0.2784936678630524,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.13572257896757395,-1.9678479259843549,2.146685485101799,0.5476708895518076,-0.15388045070375717,0.31014875426718097,0.26606679253293974,0.2286804738703038,-0.19024886347989614,-0.1883058967076986,-0.1992278003041777,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.836656412804776
Albania,2014,-0.23302842561990003,-0.20887995400514217,-0.3234036088366558,-0.42537455829228227,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.23381330396600647,-1.9678479259843549,2.146685485101799,0.8758108198577504,-0.174958756028193,0.12045356125389149,0.3533348208646722,0.04900362351592301,-0.20495711530887986,-0.18851269642289503,-0.20233074278887286,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.841178823639573
Albania,2015,-0.23304058885582088,-0.206440783380956,-0.3234036088366558,-0.3481962229050484,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.266667273018819,-1.9678479259843549,2.146685485101799,0.4156862236216726,-0.16394910547926891,0.22012860533173043,0.15901801111268124,0.14341454502823303,-0.19727468020177674,-0.1884092965652968,-0.20337199865622024,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.8393052534365857
Albania,2016,-0.23305124860151663,-0.20250058468034757,-0.3234036088366558,-0.2235531514954715,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.2365855594240413,-1.9678479259843549,2.146685485101799,-0.0333941070905759,-0.1461642853617762,0.38110387869583884,-0.008536603284245126,0.29588825637300153,-0.18486459272107175,-0.1882714300884992,-0.20243486837560765,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.8418612231316094
Albania,2017,-0.23306405082078313,-0.20927605863642026,-0.3234036088366558,-0.4373819826792066,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.2561894887089247,-1.9678479259843549,2.146685485101799,0.8690476304544983,-0.17674664799767636,0.10494609340008268,0.334717641487236,0.03431514914457204,-0.20620469024080257,-0.18851269642289503,-0.20305962189601606,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.8372297898927592
Albania,2018,-0.23308165669131875,-0.20089531854306267,-0.3234036088366558,-0.1720587486631706,-0.30817339566058977,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.24250514356804695,-1.9678479259843549,2.146685485101799,-0.29285464601534433,-0.1389186179065014,0.4476083821464353,-0.1097675161490548,0.35888046784958905,-0.1798086311548586,-0.18820249685010038,-0.2026431195490771,-0.11338730025418871,1.967847943062446,-0.8980392234033828,-0.32272752834912005,-1.840827529226513
Albania,2019,-0.2331052314180479,-0.20787926862086065,-0.3234036088366558,-0.3925847832612992,-0.22751139803609352,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.24394601326334225,-1.9678479259843549,2.146685485101799,0.6995352334248356,-0.1704419763158139,0.16280122598541502,0.2765389559327477,0.08911478763113802,-0.20180534705981193,-0.18847822980369563,-0.20270559490111795,-0.11140650733823887,1.967847943062446,-0.8980392234033828,-0.16979482856482853,-1.8420994572737996
Albania,2020,-0.23315810165181258,-0.2076499448869628,-0.3234036088366558,-0.3844636036181244,-0.1868848278860922,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.24403772755239436,-1.9678479259843549,2.146685485101799,0.6624401642736641,-0.16940688096506035,0.17328964783120923,0.26141249768858066,0.09904928608892635,-0.2010830668360672,-0.1884437631844962,-0.20274724513581183,-0.11041611088026394,1.967847943062446,-0.8980392234033828,-0.09829382606827666,-1.8364262543962195
Albania,2021,-0.23324936350847453,-0.20004056644398885,-0.3234036088366558,-0.14040591601682473,-0.14575984332340894,-0.7354921989388783,-0.20328185779018973,-0.4828828913323039,-0.18700213976238614,-1.9678479259843549,2.146685485101799,-0.17054794471949292,-0.1350605352355109,0.4884876972208423,-0.06787886254982323,0.39760083002924235,-0.17711649577544641,-0.18816803023090098,-0.20103958551336215,-0.10942571442228903,1.967847943062446,-0.8980392234033828,-0.1455639332743304,-1.8406458252197577
Algeria,2002,-0.01697236980620222,-0.16107637929352775,-0.2866221523307959,-0.5699808051053266,-0.30817339566058977,-0.4739513311431615,-0.12197461759673266,-0.4739050922650197,-0.5829642523871041,1.0099306750846715,-0.9290992772207123,-0.023260708826443727,-0.2188091590692068,-0.2800562647433416,-0.0062094558620655925,-0.33035413947242254,-0.23555553206024774,-0.12809271296633667,-0.16101370997252898,-0.11338730025418871,-1.009930629572724,-0.8428761840721554,-0.32272752834912005,0.6407767726325275
Algeria,2003,-0.0137309801950646,-0.15707363775640176,-0.28110493385491686,-0.5608490310882219,-0.30817339566058977,-0.4613836128108785,-0.11690580813197202,-0.4726975160662262,-0.5735864663315283,0.9901749107369597,-0.9086933011260117,-0.020846910588245948,-0.21692716752238214,-0.2785337677019062,-0.0027187347287962924,-0.3289120498299095,-0.23424229528980278,-0.12426691823520264,-0.15695281208987422,-0.11338730025418871,-0.9901748654136541,-0.8387326009334504,-0.32272752834912005,0.6250856221825083
Algeria,2004,-0.010315787113908516,-0.15357123891141647,-0.28110493385491686,-0.5534910617259408,-0.30817339566058977,-0.4496301190621191,-0.11192540813462,-0.4728399457040932,-0.5661765249904264,0.9925324717391794,-0.9111284553729624,-0.02089245395123081,-0.2170212670997234,-0.27863691724397965,-0.0027187347287962924,-0.3290097517512964,-0.23430795712832503,-0.12054452336166681,-0.153454192375587,-0.11338730025418871,-0.9925324263933618,-0.8419101953649727,-0.32272752834912005,0.6269874574532127
Algeria,2005,-0.006959200081725787,-0.14802577407352313,-0.2792658610296239,-0.5406496645836576,-0.30817339566058977,-0.43203525343929516,-0.10497053003180888,-0.47254514947688,-0.552838019147849,0.9680019002983653,-0.8857905213097542,-0.01626980260826715,-0.21419827977948644,-0.2764320651558115,0.005426281248832073,-0.32692134417276814,-0.23233810197265758,-0.11534006386255652,-0.14776893533987034,-0.11338730025418871,-0.9680018551867824,-0.8440709595784078,-0.32272752834912005,0.6058007702655517
Algeria,2006,-0.0033629116029596333,-0.145273889266749,-0.2774267882043309,-0.5359527816270673,-0.30817339566058977,-0.4215828402105995,-0.10010800932433501,-0.47226833439996213,-0.5481143511187956,0.9977847595415922,-0.9165536091383208,-0.016451976060206604,-0.2173035658317471,-0.2789088792195177,0.005426281248832073,-0.3292673506414138,-0.23450494264389177,-0.11168660222741952,-0.14502001985007326,-0.11338730025418871,-0.997784714145622,-0.8439184350456949,-0.32272752834912005,0.6320832453759933
Algeria,2007,0.0007623197718895322,-0.14118775728093286,-0.27497469110394024,-0.5282391027751825,-0.30817339566058977,-0.4093616769661491,-0.09433192412030544,-0.4718831592331056,-0.5407462544220736,0.9987397209602126,-0.9175400007320225,-0.02100631235869297,-0.2173035658317471,-0.27893485036312765,-0.0027187347287962924,-0.32929195017506463,-0.23450494264389177,-0.1073782748274938,-0.14108407267150017,-0.11338730025418871,-0.998739675555124,-0.8440455388229556,-0.32272752834912005,0.6324951077913051
Algeria,2008,0.0051657118732794955,-0.13485008318048333,-0.27497469110394024,-0.5150738677135641,-0.30817339566058977,-0.3890450348360307,-0.08554991702438293,-0.4720695953703802,-0.5278193164516176,0.995636096349696,-0.9143342280524923,-0.02444483626405018,-0.21673896836769968,-0.27853646282058275,-0.009700176995334892,-0.3289146026117035,-0.23411097161275826,-0.10079515056040729,-0.13487818770210983,-0.11338730025418871,-0.9956360509742429,-0.8481128596953043,-0.32272752834912005,0.6301652586380212
Algeria,2009,0.009875004095862857,-0.13845672008633125,-0.2860091280556982,-0.5283284569989709,-0.30817339566058977,-0.4101174428627114,-0.09070713595655218,-0.4746820672330522,-0.5410552169333178,0.9931591651701491,-0.911775774856329,-0.023397338915398316,-0.21655076921301722,-0.278432578246143,-0.007373029573155358,-0.32881620447710014,-0.2339796479357138,-0.10468987852994015,-0.13843928276843784,-0.11338730025418871,-0.9931591198183473,-0.857772746767132,-0.32272752834912005,0.6269268894509611
Algeria,2010,0.014838837213551115,-0.12338389648559107,-0.26455327842727994,-0.4938969166757053,-0.30817339566058977,-0.35457359596966226,-0.06901734661897176,-0.47021375138461674,-0.5065870763931886,1.0053050807132284,-0.9243214429387204,-0.025105215027330704,-0.21777406371845323,-0.2793594540600712,-0.012027324417514425,-0.3296941293431488,-0.234833251836503,-0.08849056750621942,-0.12346602339598257,-0.11338730025418871,-1.0053050352454493,-0.8446810577092602,-0.32272752834912005,0.6368398524861638
Algeria,2011,0.02000482962690272,-0.11193855740287136,-0.25781001140120563,-0.46994619046584896,-0.30817339566058977,-0.31940634883438423,-0.05381091822468984,-0.46902794184144414,-0.48282371302835747,0.9872801839367665,-0.9057033016076039,-0.02786058848791496,-0.2146687776661926,-0.2771688125976519,-0.02017234039514279,-0.3276191818868069,-0.23266641116526882,-0.0770821165512161,-0.112178809793937,-0.11338730025418871,-0.9872801386411015,-0.8449352652637819,-0.32272752834912005,0.6220854871376382
Algeria,2012,0.025394992432812742,-0.09905473308024698,-0.2584230356763033,-0.44359750801674475,-0.30817339566058977,-0.2786561472002247,-0.03595220580814943,-0.4694216343952828,-0.45581060668811413,0.98417655932625,-0.902497528928074,-0.0236022840488302,-0.2135395827380978,-0.27644407068446136,-0.009700176995334892,-0.32693271565530485,-0.23187846910300183,-0.06370906830184665,-0.0991214612174009,-0.11338730025418871,-0.9841765140602204,-0.8510870880832091,-0.32272752834912005,0.619691032115286
Algeria,2013,0.030958357312651202,-0.09386367764928667,-0.26823142407786593,-0.4368581885987822,-0.30817339566058977,-0.2656213589485271,-0.02775959516161769,-0.47167590281654154,-0.44921921537680204,0.99996326527782,-0.9188038149614526,-0.02505967166434584,-0.21626847048099357,-0.2783933765199393,-0.014354471839693957,-0.32877907310555166,-0.23378266242014703,-0.05760847670355182,-0.09401930746739875,-0.11338730025418871,-0.9999632198610482,-0.8598318279587585,-0.32272752834912005,0.632797947802564
Algeria,2014,0.03666816214041179,-0.08473242351771794,-0.28233098240511223,-0.4212794409362373,-0.30817339566058977,-0.24033333012158495,-0.014616054340203483,-0.47470336070050734,-0.43401260410909515,1.0047977574595863,-0.9237974224045665,-0.02838433716224089,-0.2170212670997234,-0.27894073062205815,-0.02599020895059162,-0.3292975198807969,-0.23430795712832503,-0.04778549023172119,-0.08510615724290521,-0.11338730025418871,-1.0047977119966514,-0.8715507962222128,-0.32272752834912005,0.6368398524861638
Algeria,2015,0.04255417602255097,-0.0752050647548711,-0.2651663027023776,-0.4055830720024634,-0.2905897988224865,-0.21526384684743682,-0.0010599360042156914,-0.47151501884021324,-0.4174123177906675,1.006856893018487,-0.9259243292784854,-0.022623101744655635,-0.2173035658317471,-0.279157810180911,-0.007373029573155358,-0.32950313485074645,-0.23450494264389177,-0.03765230418709587,-0.07525587673779902,-0.10744492150633919,-1.0068568475358899,-0.8629585808793764,-0.2881687104757867,0.6385357565492126
Algeria,2016,0.04853942025954497,-0.07061859007691419,-0.2614881570517916,-0.4017550687591449,-0.2823138013653963,-0.21007391459781882,0.005069787069448337,-0.47103520604022237,-0.41459611590246176,1.0021119284697162,-0.921023196047281,-0.029659551325817074,-0.2161743709036523,-0.27845609928186515,-0.03297165121713022,-0.3288384833000291,-0.23371700058162476,-0.03306824383357491,-0.07113250350310339,-0.10447373213241443,-1.0021118830324274,-0.861890909150385,-0.2722795988098862,0.6344252081297277
